Ward-Code,Borough,Ward-Name,Elected,Candidate,Party,Vote
00BEGW,Southwark,South Camberwell,*,"Ward, Veronica M.",LAB,1148
00BEGW,Southwark,South Camberwell,*,"John, Peter C",LAB,1090
00BEGW,Southwark,South Camberwell,*,"Jones, Jenny",GRE,1014
00BEGW,Southwark,South Camberwell,,"Shukla, Anand",LAB,967
00BEGW,Southwark,South Camberwell,,"Wright, Liz",GRE,914
00BEGW,Southwark,South Camberwell,,"Poorun, Storm",GRE,832
00BEGW,Southwark,South Camberwell,,"Owen, Christopher M",CON,448
00BEGW,Southwark,South Camberwell,,"Owen, Helen L.B.",CON,425
00BEGW,Southwark,South Camberwell,,"Rowe, William Patrick",CON,372
00BEGW,Southwark,South Camberwell,,"Shakespeare, Matthew J.",LD,339
00BEGW,Southwark,South Camberwell,,"Malik, Hussain",LD,315
00BEGW,Southwark,South Camberwell,,"Ode, Alache",LD,247
00BEGW,Southwark,South Camberwell,,"Diji, Earnest K",IND,143
00BEGX,Southwark,Surrey Docks,*,"Hubber, David C.",LD,1100
00BEGX,Southwark,Surrey Docks,*,"Noblet, Paul A.",LD,1037
00BEGX,Southwark,Surrey Docks,*,"Rajan, Lisa E.",LD,1009
00BEGX,Southwark,Surrey Docks,,"Frampton, David F.",CON,735
00BEGX,Southwark,Surrey Docks,,"Cakebread, Martin J.",CON,702
00BEGX,Southwark,Surrey Docks,,"Kingston, Simon M.",CON,665
00BEGX,Southwark,Surrey Docks,,"Whittam, Kathleen",LAB,441
00BEGX,Southwark,Surrey Docks,,"Hellings, John",LAB,384
00BEGX,Southwark,Surrey Docks,,"Prashar, Kamal",LAB,340
00BEGX,Southwark,Surrey Docks,,"Ferron, Rachelle",GRE,334
00BEGX,Southwark,Surrey Docks,,"Veitch, Lee",GRE,244
00BEGY,Southwark,The Lane,*,"Glover, Mark K.",LAB,1466
00BEGY,Southwark,The Lane,*,"Jones, Susan E.",LAB,1343
00BEGY,Southwark,The Lane,*,"Nardell, Gordon L.",LAB,1204
00BEGY,Southwark,The Lane,,"Cockran, Clare V.",GRE,679
00BEGY,Southwark,The Lane,,"Gaventa, Jonathan",GRE,523
00BEGY,Southwark,The Lane,,"Shaw, Joanna E.",LD,497
00BEGY,Southwark,The Lane,,"von Einsiedel, Oralando",GRE,484
00BEGY,Southwark,The Lane,,"Reyes, Eduardo C.",LD,458
00BEGY,Southwark,The Lane,,"Murray, Alasdair J.",LD,455
00BEGY,Southwark,The Lane,,"Fraser, James A.",CON,393
00BEGY,Southwark,The Lane,,"Vineall, Katherine P.",CON,375
00BEGY,Southwark,The Lane,,"Macleod, Alan H.",CON,371
00BEGZ,Southwark,Village,*,"Eckersley, Tobias W.H.",CON,1996
00BEGZ,Southwark,Village,*,"Crookshank Hilton, Robin A.",CON,1880
00BEGZ,Southwark,Village,*,"Vineall, Nicholas E. J.",CON,1731
00BEGZ,Southwark,Village,,"Pearce, Michelle E.",LAB,1667
00BEGZ,Southwark,Village,,"Cinamon, Kate",LAB,1493
00BEGZ,Southwark,Village,,"Portwin, Barbara",LAB,1406
00BEGZ,Southwark,Village,,"Jenkins, Ruth G",GRE,715
00BEGZ,Southwark,Village,,"Halden, Jean M",LD,587
00BEGZ,Southwark,Village,,"Woodford, Lee",GRE,561
00BEGZ,Southwark,Village,,"Valladeres, Mark J",LD,484
00BEGZ,Southwark,Village,,"Halden, Ronald",LD,423
00BFGC,Sutton,Beddington North,*,"Keys, John  ",LD,1377
00BFGC,Sutton,Beddington North,*,"Leach, John W.E.",LD,1350
00BFGC,Sutton,Beddington North,*,"Slark, Jenny S.",LD,1318
00BFGC,Sutton,Beddington North,,"Bowles, Howard J.",CON,1174
00BFGC,Sutton,Beddington North,,"Brown, Malcolm  ",CON,1153
00BFGC,Sutton,Beddington North,,"Skeet, Paul A.",CON,1048
00BFGC,Sutton,Beddington North,,"Carter, Nicholas  ",LAB,288
00BFGC,Sutton,Beddington North,,"Price, Leslie  ",UKIP,268
00BFGC,Sutton,Beddington North,,"Theobald, Susan D.",LAB,256
00BFGC,Sutton,Beddington North,,"Weir, John A.S.",LAB,130
00BFGD,Sutton,Beddington South,*,"Wallis, Peter  ",CON,1492
00BFGD,Sutton,Beddington South,*,"Williams, Marion H.",CON,1437
00BFGD,Sutton,Beddington South,*,"Faulds, Terence J.",CON,1401
00BFGD,Sutton,Beddington South,,"Brearley, Sally J.",LD,1292
00BFGD,Sutton,Beddington South,,"Baxter-Derrington, Peter C.",LD,1268
00BFGD,Sutton,Beddington South,,"Sadiq, Muhammad I.",LD,1213
00BFGD,Sutton,Beddington South,,"Caramba-Coker, Beresford H.",LAB,240
00BFGD,Sutton,Beddington South,,"Aitken, Richard S.",LAB,238
00BFGD,Sutton,Beddington South,,"Marley, Renuka  ",LAB,200
00BFGE,Sutton,Belmont,*,"Pickles, David J.",CON,2115
00BFGE,Sutton,Belmont,*,"Geiringer, Peter H.",CON,1987
00BFGE,Sutton,Belmont,*,"Picknett, Pamela D.",CON,1933
00BFGE,Sutton,Belmont,,"Neale, Russell P.",LD,1095
00BFGE,Sutton,Belmont,,"Osborne, Thomas J.",LD,959
00BFGE,Sutton,Belmont,,"Pridham, Eric  ",LD,896
00BFGE,Sutton,Belmont,,"Dougherty, Brian D.",GRE,322
00BFGE,Sutton,Belmont,,"Blears, Gale A.L.",LAB,211
00BFGE,Sutton,Belmont,,"Kerr, Geraldine T.",LAB,184
00BFGE,Sutton,Belmont,,"Brown, John W.",LAB,174
00BFGF,Sutton,Carshalton Central,*,"Pollock, Hamish J.",LD,1578
00BFGF,Sutton,Carshalton Central,*,"Scully, Paul S.",CON,1473
00BFGF,Sutton,Carshalton Central,*,"Howell, Eric  ",CON,1387
00BFGF,Sutton,Carshalton Central,,"Mead, Peter J.R.",CON,1375
00BFGF,Sutton,Carshalton Central,,"Salter, Alan J.",LD,1365
00BFGF,Sutton,Carshalton Central,,"Whitehead, Jill L.",LD,1336
00BFGF,Sutton,Carshalton Central,,"Steel, Robert W.",GRE,356
00BFGF,Sutton,Carshalton Central,,"Suheimat, Miranda R.",GRE,238
00BFGF,Sutton,Carshalton Central,,"Davis, David G.",LAB,216
00BFGF,Sutton,Carshalton Central,,"Towler, David  ",LAB,207
00BFGF,Sutton,Carshalton Central,,"Thorpe, Anthony R. ",LAB,203
00BFGF,Sutton,Carshalton Central,,"Dickenson, Ashley K.",CPA,116
00BFGG,Sutton,Carshalton South and Clockhouse,*,"Crowley, Timothy E.",CON,1822
00BFGG,Sutton,Carshalton South and Clockhouse,*,"Butt, Moira J.",CON,1753
00BFGG,Sutton,Carshalton South and Clockhouse,*,"Kennedy, John  ",CON,1743
00BFGG,Sutton,Carshalton South and Clockhouse,,"Wingrove, Paul A.",LD,1677
00BFGG,Sutton,Carshalton South and Clockhouse,,"Yeo, Derek C.",LD,1653
00BFGG,Sutton,Carshalton South and Clockhouse,,"Hussain, Lal  ",LD,1599
00BFGG,Sutton,Carshalton South and Clockhouse,,"Burbage, Marilynne B.",LAB,222
00BFGG,Sutton,Carshalton South and Clockhouse,,"Shearer, Claire  ",LAB,222
00BFGG,Sutton,Carshalton South and Clockhouse,,"Turner, Peter J.",LAB,194
00BFGH,Sutton,Cheam,*,"Pinfold, Eleanor D.",CON,2251
00BFGH,Sutton,Cheam,*,"Whitham, Graham G.",CON,2170
00BFGH,Sutton,Cheam,*,"Zaidi, Misdaq S.H.",CON,2072
00BFGH,Sutton,Cheam,,"Cummins, Robert C.",LD,1535
00BFGH,Sutton,Cheam,,"Ankrah, Alexandra A.",LD,1468
00BFGH,Sutton,Cheam,,"Kounoupias, Nicholas  ",LD,1389
00BFGH,Sutton,Cheam,,"Jarman, David  ",LAB,107
00BFGH,Sutton,Cheam,,"Edwards, Lyndon  ",LAB,99
00BFGH,Sutton,Cheam,,"Herridge, Laura K.",LAB,94
00BFGJ,Sutton,Nonsuch,*,"Dunlop, Christopher P.",CON,1816
00BFGJ,Sutton,Nonsuch,*,"Jerome, Kirsty A.",LD,1779
00BFGJ,Sutton,Nonsuch,*,"Roberts, Roger D.C.",LD,1760
00BFGJ,Sutton,Nonsuch,,"Senior, David N.",CON,1753
00BFGJ,Sutton,Nonsuch,,"Noble, Adrian J.",CON,1750
00BFGJ,Sutton,Nonsuch,,"Mathys, Wendy G.L.",LD,1702
00BFGJ,Sutton,Nonsuch,,"Clark, Kathie E.",LAB,227
00BFGJ,Sutton,Nonsuch,,"Salmon, Cyril E.",LAB,177
00BFGJ,Sutton,Nonsuch,,"Papadopoulos, Marcus S.",LAB,170
00BFGK,Sutton,St Helier,*,"Andrews, Sheila M.",LD,1257
00BFGK,Sutton,St Helier,*,"Callaghan, David G.",LD,1161
00BFGK,Sutton,St Helier,*,"Theobald, David G.",LD,1147
00BFGK,Sutton,St Helier,,"Mansell, Charles J.",LAB,674
00BFGK,Sutton,St Helier,,"Theobald, Andrew C.",LAB,674
00BFGK,Sutton,St Helier,,"Magee, Joseph P.",LAB,662
00BFGK,Sutton,St Helier,,"Lewis, Charlotte  ",BNP,588
00BFGK,Sutton,St Helier,,"Walker, Gillian C.",CON,396
00BFGK,Sutton,St Helier,,"Pillinger, Eric S.",CON,365
00BFGK,Sutton,St Helier,,"Wortley, Thomas H.",CON,362
00BFGL,Sutton,Stonecot,*,"Brett Young, Anthony",LD,1590
00BFGL,Sutton,Stonecot,*,"Lock, Abigail M.E.",LD,1446
00BFGL,Sutton,Stonecot,*,"Hudson, Brendan  ",LD,1425
00BFGL,Sutton,Stonecot,,"Hilldrup, Raymond W.",CON,1413
00BFGL,Sutton,Stonecot,,"James, Gary  ",CON,1370
00BFGL,Sutton,Stonecot,,"James, Sharon J.",CON,1350
00BFGL,Sutton,Stonecot,,"Dawson, Richard F.",LAB,237
00BFGL,Sutton,Stonecot,,"Fuller, Gwendoline R.",LAB,230
00BFGL,Sutton,Stonecot,,"Lang, William A.",LAB,199
00BFGM,Sutton,Sutton Central,*,"Brennan, John F.",LD,1371
00BFGM,Sutton,Sutton Central,*,"Lowne, Janet  ",LD,1340
00BFGM,Sutton,Sutton Central,*,"Tope, Graham N.",LD,1340
00BFGM,Sutton,Sutton Central,,"Fison, Elizabeth J.",CON,681
00BFGM,Sutton,Sutton Central,,"Greenwood, Margaret M.",CON,668
00BFGM,Sutton,Sutton Central,,"Hicks, Christine M.",CON,648
00BFGM,Sutton,Sutton Central,,"Allen, Kathleen  ",LAB,454
00BFGM,Sutton,Sutton Central,,"Ponto, Maria T.",LAB,422
00BFGM,Sutton,Sutton Central,,"Bakewell, Enid  ",LAB,397
00BFGN,Sutton,Sutton North,*,"Dombey, Ruth C.",LD,1436
00BFGN,Sutton,Sutton North,*,"Gleeson, Lynette R.M.",LD,1387
00BFGN,Sutton,Sutton North,*,"Carter, Clifford C.G.",CON,1361
00BFGN,Sutton,Sutton North,,"Heron, Marlene S.",LD,1347
00BFGN,Sutton,Sutton North,,"Marsh, Darren L.",CON,1299
00BFGN,Sutton,Sutton North,,"Park, David J.",CON,1260
00BFGN,Sutton,Sutton North,,"Cue, Michael J.",LAB,229
00BFGN,Sutton,Sutton North,,"Martin, Helen  ",LAB,227
00BFGN,Sutton,Sutton North,,"Morton, Stephen  ",LAB,212
00BFGP,Sutton,Sutton South,*,"Shields, Tony A.",CON,1502
00BFGP,Sutton,Sutton South,*,"Newman, Paul C.",CON,1413
00BFGP,Sutton,Sutton South,*,"Russell, Barry A.",CON,1393
00BFGP,Sutton,Sutton South,,"Clifton, Richard F.",LD,1336
00BFGP,Sutton,Sutton South,,"Stears, Claire L.",LD,1227
00BFGP,Sutton,Sutton South,,"Ali, Mohamed S.",LD,1205
00BFGP,Sutton,Sutton South,,"Ticher, Peter F.",IND,232
00BFGP,Sutton,Sutton South,,"Newman, Ronald L.J.",UKIP,181
00BFGP,Sutton,Sutton South,,"Jones, Helen  ",LAB,137
00BFGP,Sutton,Sutton South,,"Harrison, Paul M.",LAB,124
00BFGP,Sutton,Sutton South,,"Phillips, Ronald J.",LAB,103
00BFGQ,Sutton,Sutton West,*,"Chapman, Ian A.",LD,1552
00BFGQ,Sutton,Sutton West,*,"Wallace, Myfanwy A.",LD,1522
00BFGQ,Sutton,Sutton West,*,"Wales, Simon D.",LD,1466
00BFGQ,Sutton,Sutton West,,"Willis, Richard J.",CON,1415
00BFGQ,Sutton,Sutton West,,"Furey, Christopher G.",CON,1414
00BFGQ,Sutton,Sutton West,,"Pritchard, Jonathan D.",CON,1376
00BFGQ,Sutton,Sutton West,,"Hickson, Peter H.",GRE,297
00BFGQ,Sutton,Sutton West,,"McSweeney, Morgan  ",LAB,149
00BFGQ,Sutton,Sutton West,,"Williams, Ronald S.",LAB,146
00BFGQ,Sutton,Sutton West,,"Buck, Shawn V.",LAB,132
00BFGR,Sutton,The Wrythe,*,"Stears, Susan M.",LD,1436
00BFGR,Sutton,The Wrythe,*,"Stears, Colin H.",LD,1405
00BFGR,Sutton,The Wrythe,*,"Thistle, Roger G.A.",LD,1370
00BFGR,Sutton,The Wrythe,,"Lockhart, Derek J.",CON,867
00BFGR,Sutton,The Wrythe,,"Wortley, Christopher E.",CON,834
00BFGR,Sutton,The Wrythe,,"Odunton, Stephen K.",CON,791
00BFGR,Sutton,The Wrythe,,"Collier, Margaret P.",LAB,343
00BFGR,Sutton,The Wrythe,,"Magee, Catherine M.",LAB,337
00BFGR,Sutton,The Wrythe,,"Hughes, Margaret  ",LAB,335
00BFGS,Sutton,Wallington North,*,"Hartfield, Joan M.",LD,1541
00BFGS,Sutton,Wallington North,*,"Glithero, Bruce I.N.",LD,1532
00BFGS,Sutton,Wallington North,*,"Ali, Margaret  ",LD,1451
00BFGS,Sutton,Wallington North,,"Bowles, Desmond J.",CON,1298
00BFGS,Sutton,Wallington North,,"Hyatt, Dee  ",CON,1262
00BFGS,Sutton,Wallington North,,"Pascoe, Jane E.",CON,1194
00BFGS,Sutton,Wallington North,,"Reeds, Kathleen  ",LAB,244
00BFGS,Sutton,Wallington North,,"Mouncey, Penelope  ",GRE,242
00BFGS,Sutton,Wallington North,,"Charles, Gregory G.H.",LAB,229
00BFGS,Sutton,Wallington North,,"Tate, Cecil D.",LAB,229
00BFGS,Sutton,Wallington North,,"Pattenden, Amy J.",GRE,221
00BFGS,Sutton,Wallington North,,"Mouncey, Phillip C.",GRE,217
00BFGT,Sutton,Wallington South,*,"Bailey, Richard H.",LD,1575
00BFGT,Sutton,Wallington South,*,"Hall, Colin C.",LD,1550
00BFGT,Sutton,Wallington South,*,"McCoy, Jayne L.",LD,1490
00BFGT,Sutton,Wallington South,,"Hanson, Owen J.",CON,1305
00BFGT,Sutton,Wallington South,,"Wooten, Peter C.",CON,1247
00BFGT,Sutton,Wallington South,,"Wortley, Hilary V.",CON,1224
00BFGT,Sutton,Wallington South,,"Andrews, Malin C.",GRE,339
00BFGT,Sutton,Wallington South,,"Poge, Clive S.",LAB,221
00BFGT,Sutton,Wallington South,,"Ryan, Mary E.",LAB,215
00BFGT,Sutton,Wallington South,,"Andrews Jashapara, Karin",GRE,210
00BFGT,Sutton,Wallington South,,"Smith, Joyce  ",LAB,189
00BFGU,Sutton,Wandle Valley,*,"Court, Margaret P.",LD,1317
00BFGU,Sutton,Wandle Valley,*,"Drage, John W.",LD,1206
00BFGU,Sutton,Wandle Valley,*,"Kane, Patrick B.",LD,1172
00BFGU,Sutton,Wandle Valley,,"Jaques, Patrick D.",CON,538
00BFGU,Sutton,Wandle Valley,,"Moss, Brian Y.",CON,525
00BFGU,Sutton,Wandle Valley,,"Manton, Charles W.E.",CON,503
00BFGU,Sutton,Wandle Valley,,"Collier, Richard S.",LAB,501
00BFGU,Sutton,Wandle Valley,,"McCauley, Edward  ",LAB,453
00BFGU,Sutton,Wandle Valley,,"Simons, Patricia A.",LAB,416
00BFGW,Sutton,Worcester Park,*,"Butt, Richard J.",CON,1398
00BFGW,Sutton,Worcester Park,*,"Gordon-Bullock, Stuart O.",CON,1311
00BFGW,Sutton,Worcester Park,*,"Senior, Helen A.",CON,1306
00BFGW,Sutton,Worcester Park,,"Cape, Yvonne P.",LD,1167
00BFGW,Sutton,Worcester Park,,"Coman, Leslie D.",LD,1155
00BFGW,Sutton,Worcester Park,,"Overy, Peter J.",LD,1136
00BFGW,Sutton,Worcester Park,,"Bunce, Raymond  ",IND,656
00BFGW,Sutton,Worcester Park,,"Freeman, Julian P.",IND,567
00BFGW,Sutton,Worcester Park,,"Freeman, Nicola A.",IND,544
00BFGW,Sutton,Worcester Park,,"Hosking, Hilary C.",LAB,188
00BFGW,Sutton,Worcester Park,,"Hutton, Graham  ",LAB,187
00BFGW,Sutton,Worcester Park,,"Evers, John K.",LAB,176
00BGFW,Tower Hamlets,Bethnal Green North,*,"Salique, Mohammed A.",LAB,1108
00BGFW,Tower Hamlets,Bethnal Green North,*,"Khan, Azizur R.",LD,1096
00BGFW,Tower Hamlets,Bethnal Green North,*,"Eaton, Stephanie J.",LD,960
00BGFW,Tower Hamlets,Bethnal Green North,,"Griffiths, John D.M.",LD,958
00BGFW,Tower Hamlets,Bethnal Green North,,"Boag, Brian R.",LAB,950
00BGFW,Tower Hamlets,Bethnal Green North,,"Saunders, Rachael M.A.",LAB,940
00BGFW,Tower Hamlets,Bethnal Green North,,"Choudhury, Abu S.",R,882
00BGFW,Tower Hamlets,Bethnal Green North,,"Hussain, Syed A.",R,592
00BGFW,Tower Hamlets,Bethnal Green North,,"McGregor, Sheila M.",R,475
00BGFW,Tower Hamlets,Bethnal Green North,,"Khan, Jamal A.",CON,436
00BGFW,Tower Hamlets,Bethnal Green North,,"Miah, Shamsu",CON,413
00BGFW,Tower Hamlets,Bethnal Green North,,"Maltby, Elaine M.",GRE,398
00BGFW,Tower Hamlets,Bethnal Green North,,"Chetty, Darren M.",GRE,373
00BGFW,Tower Hamlets,Bethnal Green North,,"Simpson, Richard J.D.",GRE,354
00BGFW,Tower Hamlets,Bethnal Green North,,"Kabir, Nishat",CON,280
00BGFX,Tower Hamlets,Bethnal Green South,*,"Ullah, Salim",LAB,1609
00BGFX,Tower Hamlets,Bethnal Green South,*,"Islam, Sirajul",LAB,1593
00BGFX,Tower Hamlets,Bethnal Green South,*,"Harper-Penman, Carli",LAB,1436
00BGFX,Tower Hamlets,Bethnal Green South,,"Hussain, Syeda N.N.",R,1342
00BGFX,Tower Hamlets,Bethnal Green South,,"Mahmood, Afzal",R,1113
00BGFX,Tower Hamlets,Bethnal Green South,,"Rees, John W.",R,973
00BGFX,Tower Hamlets,Bethnal Green South,,"Rahman, Akikur",LD,876
00BGFX,Tower Hamlets,Bethnal Green South,,"Haque, Mohammed F.",LD,863
00BGFX,Tower Hamlets,Bethnal Green South,,"Miah, Mohammed N.",LD,689
00BGFX,Tower Hamlets,Bethnal Green South,,"Carless, Rachel E.",GRE,327
00BGFX,Tower Hamlets,Bethnal Green South,,"Adams, Daniel H.",GRE,324
00BGFX,Tower Hamlets,Bethnal Green South,,"Choudhury, Moynul H.",CON,264
00BGFX,Tower Hamlets,Bethnal Green South,,"Dickinson, Robert F.",GRE,253
00BGFX,Tower Hamlets,Bethnal Green South,,"Bromby, Christopher R.",CON,237
00BGFX,Tower Hamlets,Bethnal Green South,,"Greystoke, Aurelia D.J.",CON,237
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,*,"Archer, Timothy J.",CON,1317
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,*,"Briscoe, Philip J.",CON,1197
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,*,"Golds, Peter",CON,1142
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Mainwaring, Julia",LAB,990
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Son, Brian",LAB,903
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Sharpe, Anthony J.",LAB,888
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Miah, Shofu",LD,652
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Chowdhury, Abdul K.",R,502
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Blandford, Barry A.",LD,463
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Ali, Aysha",R,411
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Hoque, Jahidul",LD,402
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Choudhury, Shamsur R.",IND,362
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Wells, Terence",R,273
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Pemberton, Eric",IND,152
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Choudhury, Shelima",IND,75
00BGFY,Tower Hamlets,Blackwall and Cubitt Town,,"Rahman, Najma",IND,58
00BGFZ,Tower Hamlets,Bow East,*,"Francis, Marc",LAB,1314
00BGFZ,Tower Hamlets,Bow East,*,"Heslop, Alexander K.",LAB,1156
00BGFZ,Tower Hamlets,Bow East,*,"Omer, Ahmed A.",LAB,1126
00BGFZ,Tower Hamlets,Bow East,,"Gipson, Raymond G.",LD,918
00BGFZ,Tower Hamlets,Bow East,,"Williams, Marian",LD,765
00BGFZ,Tower Hamlets,Bow East,,"Sage, Andrew P.",LD,740
00BGFZ,Tower Hamlets,Bow East,,"Ali, Sahra A.",R,366
00BGFZ,Tower Hamlets,Bow East,,"Palmer, Andrew E.",CON,321
00BGFZ,Tower Hamlets,Bow East,,"Nineham, Christopher M.",R,309
00BGFZ,Tower Hamlets,Bow East,,"Hoskins, Tansy E.",R,307
00BGFZ,Tower Hamlets,Bow East,,"Heath, Priti",CON,290
00BGFZ,Tower Hamlets,Bow East,,"Norton, William G.D.",CON,286
00BGFZ,Tower Hamlets,Bow East,,"Krug, Andrea",GRE,209
00BGFZ,Tower Hamlets,Bow East,,"Jelinek, Alana",GRE,201
00BGGA,Tower Hamlets,Bow West,*,"Ali, Anwara",LAB,1483
00BGGA,Tower Hamlets,Bow West,*,"Jackson, Ann T.",LAB,1442
00BGGA,Tower Hamlets,Bow West,*,"Peck, Joshua",LAB,1282
00BGGA,Tower Hamlets,Bow West,,"Ludlow, Janet I.",LD,1099
00BGGA,Tower Hamlets,Bow West,,"Rew, Martin J.",LD,902
00BGGA,Tower Hamlets,Bow West,,"Clarke, Stephen",LD,896
00BGGA,Tower Hamlets,Bow West,,"Hussain, Anwar",CON,592
00BGGA,Tower Hamlets,Bow West,,"Adan, Deeka I.",R,505
00BGGA,Tower Hamlets,Bow West,,"Hirsch, Robin D.",R,445
00BGGA,Tower Hamlets,Bow West,,"Swords, Carole A.",R,425
00BGGA,Tower Hamlets,Bow West,,"Finlay, Heather",GRE,415
00BGGA,Tower Hamlets,Bow West,,"Foster, John P.W.",GRE,399
00BGGA,Tower Hamlets,Bow West,,"Bown, Francis A.C.S.",CON,380
00BGGA,Tower Hamlets,Bow West,,"Gordon-Clark, Simon M.",CON,364
00BGGB,Tower Hamlets,Bromley-by-Bow,*,"Sardar, Abdul A.",LAB,1689
00BGGB,Tower Hamlets,Bromley-by-Bow,*,"Khan, Rania",R,1308
00BGGB,Tower Hamlets,Bromley-by-Bow,*,"Munim, Mohammed A.",R,1077
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Rahman, Helal",IND,1022
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Coles, Jo-Anna C.",LAB,966
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Townesend, Rebecca",R,923
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Edgar, David J.",LAB,916
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Khan, Khaled R.",IND,851
00BGGB,Tower Hamlets,Bromley-by-Bow,,"McGrenera, Terry",GRE,342
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Choudhury, Koyes U.",LD,293
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Abson, Brian L.",LD,271
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Newton, Alison L.",CON,271
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Uddin, Mohammod J.",LD,257
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Perrott, Barbara J.",CON,254
00BGGB,Tower Hamlets,Bromley-by-Bow,,"Alam, Kazi N.",CON,242
00BGGC,Tower Hamlets,East India and Lansbury,*,"Khatun, Shiria",LAB,1461
00BGGC,Tower Hamlets,East India and Lansbury,*,"Ahmed, Abul M.O.",LAB,1150
00BGGC,Tower Hamlets,East India and Lansbury,*,"Ahmed, Rajib",LD,1149
00BGGC,Tower Hamlets,East India and Lansbury,,"Hossain, Iqbal",LD,944
00BGGC,Tower Hamlets,East India and Lansbury,,"Ton-That, Peter",LAB,841
00BGGC,Tower Hamlets,East India and Lansbury,,"Boomla, Kambiz",R,607
00BGGC,Tower Hamlets,East India and Lansbury,,"Shahid, Mohammed A.",R,599
00BGGC,Tower Hamlets,East India and Lansbury,,"Archer, Jane A.",CON,542
00BGGC,Tower Hamlets,East India and Lansbury,,"Campbell, Ian",CON,511
00BGGC,Tower Hamlets,East India and Lansbury,,"Ingham, Paul W.E.",CON,483
00BGGC,Tower Hamlets,East India and Lansbury,,"Spencer, Caroline",LD,470
00BGGC,Tower Hamlets,East India and Lansbury,,"Hayward, Martin",R,436
00BGGC,Tower Hamlets,East India and Lansbury,,"Phillips, John",IND,240
00BGGC,Tower Hamlets,East India and Lansbury,,"Khan, Mahfuz A.",IND,122
00BGGD,Tower Hamlets,Limehouse,*,"Ali, Mohammed S.",LAB,1208
00BGGD,Tower Hamlets,Limehouse,*,"Begum, Lutfa",R,1099
00BGGD,Tower Hamlets,Limehouse,*,"Uddin, Dulal",R,1092
00BGGD,Tower Hamlets,Limehouse,,"Gardiner, Judith A.",LAB,1017
00BGGD,Tower Hamlets,Limehouse,,"McGregor, Ashton",LAB,960
00BGGD,Tower Hamlets,Limehouse,,"Clarke, Pennie A.",CON,933
00BGGD,Tower Hamlets,Limehouse,,"Groves, Philip W.",CON,886
00BGGD,Tower Hamlets,Limehouse,,"Empson, Martin R.",R,854
00BGGD,Tower Hamlets,Limehouse,,"Mizzi, Kenneth A.",CON,847
00BGGD,Tower Hamlets,Limehouse,,"Hoque, Mohammed A.",IND,662
00BGGD,Tower Hamlets,Limehouse,,"Jamal, Abdul",IND,630
00BGGD,Tower Hamlets,Limehouse,,"Begum, Husheara",LD,470
00BGGD,Tower Hamlets,Limehouse,,"Bevan, John L.",LD,382
00BGGD,Tower Hamlets,Limehouse,,"Chambers, Iain",LD,324
00BGGE,Tower Hamlets,Mile End and Globe Town,*,"Ahmed, Rofique U.",LAB,1380
00BGGE,Tower Hamlets,Mile End and Globe Town,*,"Hawkins, Clair",LAB,1113
00BGGE,Tower Hamlets,Mile End and Globe Town,*,"Turner, Bill",LAB,1050
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Hassan, Mehdi",R,1012
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Chowdhury, Mohammed J.U.",LD,912
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Ballard, Kay",R,816
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Ali, Partab",LD,751
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Robbins, Glyn",R,717
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Duffey, Barrie C.",LD,627
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Ahmed, Kobir",CON,481
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Callow, Gordon T.",BNP,411
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Wren, William F.",BNP,375
00BGGE,Tower Hamlets,Mile End and Globe Town,,"Fletcher, Michael J.G.",CON,264
00BGGE,Tower Hamlets,Mile End and Globe Town,,"McNeilis, Andrew J.",CON,234
