Ward-Code,Borough,Ward-Name,Elected,Candidate,Party,Vote
00AXGM,Kingston upon Thames,Tolworth and Hook Rise,,"Cracknell, Mavis A.",CON,682
00AXGM,Kingston upon Thames,Tolworth and Hook Rise,,"Hutchinson, Maureen L.",CON,647
00AXGM,Kingston upon Thames,Tolworth and Hook Rise,,"Ring, Anna   ",LAB,215
00AXGM,Kingston upon Thames,Tolworth and Hook Rise,,"Abulafia, Gabriel   ",LAB,214
00AXGM,Kingston upon Thames,Tolworth and Hook Rise,,"Walker, Peter   ",LAB,193
00AXGM,Kingston upon Thames,Tolworth and Hook Rise,,"Scrimshaw, Doreen A.",CPA,101
00AXGN,Kingston upon Thames,Tudor,*,"Cunningham, David H.",CON,1744
00AXGN,Kingston upon Thames,Tudor,*,"Doe, Dennis F.   ",CON,1609
00AXGN,Kingston upon Thames,Tudor,*,"Thompson, Frank N.",CON,1569
00AXGN,Kingston upon Thames,Tudor,,"Coyne, Fran   ",LD,810
00AXGN,Kingston upon Thames,Tudor,,"Lillicrap, Richard G.",LD,722
00AXGN,Kingston upon Thames,Tudor,,"Goodship, Susan M.",LD,669
00AXGN,Kingston upon Thames,Tudor,,"Pitchforth, Helen   ",GRE,564
00AXGN,Kingston upon Thames,Tudor,,"Butcher, Michael G.",LAB,302
00AXGN,Kingston upon Thames,Tudor,,"Morris, Brian R.",LAB,250
00AXGN,Kingston upon Thames,Tudor,,"Kloman, Warren M.",LAB,183
00AYFZ,Lambeth,Bishop's,*,"Truesdale, Peter J.",LD,1090
00AYFZ,Lambeth,Bishop's,*,"Braithwaite, Diana E.",LD,1020
00AYFZ,Lambeth,Bishop's,*,"Dodsworth, Gavin P.A.",LD,869
00AYFZ,Lambeth,Bishop's,,"Bridge, Richard W.L.",LAB,485
00AYFZ,Lambeth,Bishop's,,"Reid, Rodney",LAB,427
00AYFZ,Lambeth,Bishop's,,"Craig, Kevin",LAB,399
00AYFZ,Lambeth,Bishop's,,"Wallace, James C.",GRE,381
00AYFZ,Lambeth,Bishop's,,"Gibson, Carl M.S.",CON,289
00AYFZ,Lambeth,Bishop's,,"Fox, Jeremy M.",CON,285
00AYFZ,Lambeth,Bishop's,,"Holt, Christine A.",LEAP,249
00AYFZ,Lambeth,Bishop's,,"Streeter, Gareth B.",CON,236
00AYGA,Lambeth,Brixton Hill,*,"Reed, Steve",LAB,1354
00AYGA,Lambeth,Brixton Hill,*,"Evans-Jacas, Betty L.",LAB,1213
00AYGA,Lambeth,Brixton Hill,*,"Nosegbe, Florence D.",LAB,1206
00AYGA,Lambeth,Brixton Hill,,"Baker, Roger C.L.",GRE,714
00AYGA,Lambeth,Brixton Hill,,"Law, Thomas P.D.",GRE,596
00AYGA,Lambeth,Brixton Hill,,"Chanion, Amarjit",GRE,559
00AYGA,Lambeth,Brixton Hill,,"Binder, Elsie",LD,534
00AYGA,Lambeth,Brixton Hill,,"Brack, Duncan M.R.",LD,469
00AYGA,Lambeth,Brixton Hill,,"Davies, Alexander D.J.",LD,406
00AYGA,Lambeth,Brixton Hill,,"Sinclair, Penelope A.",CON,389
00AYGA,Lambeth,Brixton Hill,,"Taylor, John B.",CON,351
00AYGA,Lambeth,Brixton Hill,,"Winbourne, Barbara",CON,329
00AYGB,Lambeth,Clapham Common,*,"Ling, Ruth M.",LAB,990
00AYGB,Lambeth,Clapham Common,*,"Sanders, Darren",LD,964
00AYGB,Lambeth,Clapham Common,*,"Meader, Angela D.",LD,914
00AYGB,Lambeth,Clapham Common,,"Sherratt, Heather H.",LD,880
00AYGB,Lambeth,Clapham Common,,"Jones, Steven",CON,872
00AYGB,Lambeth,Clapham Common,,"Milton, Lloyd D.",CON,846
00AYGB,Lambeth,Clapham Common,,"Hamilton, Alastair",CON,840
00AYGB,Lambeth,Clapham Common,,"Walker, David",LAB,826
00AYGB,Lambeth,Clapham Common,,"Whitington, Brian I.",LAB,800
00AYGB,Lambeth,Clapham Common,,"Beaumont, Timothy W.",GRE,438
00AYGB,Lambeth,Clapham Common,,"Dean, Zana",GRE,370
00AYGC,Lambeth,Clapham Town,*,"O'Malley, Helen M.",LAB,1535
00AYGC,Lambeth,Clapham Town,*,"Haselden, Nigel C.",LAB,1417
00AYGC,Lambeth,Clapham Town,*,"Wellbelove, Christopher",LAB,1293
00AYGC,Lambeth,Clapham Town,,"Gentry, Bernard A.R.",CON,1230
00AYGC,Lambeth,Clapham Town,,"Ben Maimon, Kelly R.",CON,1121
00AYGC,Lambeth,Clapham Town,,"Chambers, Glyn E.",CON,1121
00AYGC,Lambeth,Clapham Town,,"Hanna, Albere",GRE,534
00AYGC,Lambeth,Clapham Town,,"Gomez, Gloria",LD,484
00AYGC,Lambeth,Clapham Town,,"Stewart, Roger P.D.",LD,379
00AYGC,Lambeth,Clapham Town,,"Snagge, Thomas J.",LD,308
00AYGC,Lambeth,Clapham Town,,"Lambert, Daniel P.",SP,62
00AYGC,Lambeth,Clapham Town,,"Martin, James W.",SP,39
00AYGC,Lambeth,Clapham Town,,"Lee, John P.",SP,38
00AYGD,Lambeth,Coldharbour,*,"Anyanwu, Donatus O.",LAB,1299
00AYGD,Lambeth,Coldharbour,*,"Heywood, Rachel M.",LAB,1272
00AYGD,Lambeth,Coldharbour,*,"Malley, Sharon",LAB,1187
00AYGD,Lambeth,Coldharbour,,"Atwell, Elkin G.",GRE,486
00AYGD,Lambeth,Coldharbour,,"Braverman, Rachel",GRE,471
00AYGD,Lambeth,Coldharbour,,"Summers, Timothy J.",GRE,400
00AYGD,Lambeth,Coldharbour,,"Blackie, Robert A.",LD,304
00AYGD,Lambeth,Coldharbour,,"Lawman, Sandra J.",LD,279
00AYGD,Lambeth,Coldharbour,,"Barry, Simon M.",CON,250
00AYGD,Lambeth,Coldharbour,,"Roy, Smarajit",CON,242
00AYGD,Lambeth,Coldharbour,,"Booth, Marcus A.W.",CON,222
00AYGD,Lambeth,Coldharbour,,"Bowring, Geoffrey P.",LD,216
00AYGE,Lambeth,Ferndale,*,"McGlone, Paul",LAB,1332
00AYGE,Lambeth,Ferndale,*,"Prentice, Sally",LAB,1282
00AYGE,Lambeth,Ferndale,*,"Sabharwal, Neil",LAB,1205
00AYGE,Lambeth,Ferndale,,"Satih, Lena",LD,572
00AYGE,Lambeth,Ferndale,,"Basic, Mirza",LD,559
00AYGE,Lambeth,Ferndale,,"Mayers, Marcus",LD,535
00AYGE,Lambeth,Ferndale,,"Georgiou, Philip M.",GRE,507
00AYGE,Lambeth,Ferndale,,"Gentry, Helen M.",CON,371
00AYGE,Lambeth,Ferndale,,"Farley, David K.G.",CON,343
00AYGE,Lambeth,Ferndale,,"Morales, Rosemary E.",CON,331
00AYGF,Lambeth,Gipsy Hill,*,"Poole, Suzanne M.",CON,1402
00AYGF,Lambeth,Gipsy Hill,*,"Gibson, Andrew",CON,1352
00AYGF,Lambeth,Gipsy Hill,*,"Pycock, Graham H.",CON,1283
00AYGF,Lambeth,Gipsy Hill,,"Boucher, Carol",LAB,915
00AYGF,Lambeth,Gipsy Hill,,"Lawuyi, Daniel",LAB,838
00AYGF,Lambeth,Gipsy Hill,,"Watling, Bill",LAB,790
00AYGF,Lambeth,Gipsy Hill,,"Jones, Graham",GRE,631
00AYGF,Lambeth,Gipsy Hill,,"Baines, Vivienne J.",LD,521
00AYGF,Lambeth,Gipsy Hill,,"Shoesmith, Philip M.",LD,408
00AYGF,Lambeth,Gipsy Hill,,"Parry, Clive D.",LD,368
00AYGG,Lambeth,Herne Hill,*,"Thackray, Rebecca J.",GRE,1359
00AYGG,Lambeth,Herne Hill,*,"McHugh, Kirsty E.",LAB,1343
00AYGG,Lambeth,Herne Hill,*,"Dickson, James",LAB,1314
00AYGG,Lambeth,Herne Hill,,"Collins, Shane",GRE,1298
00AYGG,Lambeth,Herne Hill,,"O'Connell, Peter",LAB,1205
00AYGG,Lambeth,Herne Hill,,"Graham, George W.",GRE,1151
00AYGG,Lambeth,Herne Hill,,"Ayres, Timothy C.",CON,571
00AYGG,Lambeth,Herne Hill,,"Holroyd, Charles",CON,562
00AYGG,Lambeth,Herne Hill,,"Lee, Jessica",CON,497
00AYGG,Lambeth,Herne Hill,,"Baker, Malgorzata M.",LD,371
00AYGG,Lambeth,Herne Hill,,"Baines, Malcolm I.",LD,353
00AYGG,Lambeth,Herne Hill,,"Parry, Charlotte",LD,341
00AYGH,Lambeth,Knight's Hill,*,"Meldrum, Jackie",LAB,1358
00AYGH,Lambeth,Knight's Hill,*,"Malone, David",LAB,1352
00AYGH,Lambeth,Knight's Hill,*,"Fitzpatrick, Daniel J.",LAB,1349
00AYGH,Lambeth,Knight's Hill,,"Evans, Geraldine E.M.",LD,1273
00AYGH,Lambeth,Knight's Hill,,"Baker, Jeremy J.",LD,1218
00AYGH,Lambeth,Knight's Hill,,"Jaffer, Saleha B.",LD,1116
00AYGH,Lambeth,Knight's Hill,,"Healy, Joseph",GRE,514
00AYGH,Lambeth,Knight's Hill,,"van der Borgh, Nicholas",CON,435
00AYGH,Lambeth,Knight's Hill,,"Calder, Sheila",CON,426
00AYGH,Lambeth,Knight's Hill,,"Hill, Jane",CON,417
00AYGJ,Lambeth,Larkhall,*,"Robbins, Peter",LAB,1341
00AYGJ,Lambeth,Larkhall,*,"Valcarcel, Christiana D.",LAB,1279
00AYGJ,Lambeth,Larkhall,*,"Patil, Neeraj",LAB,1263
00AYGJ,Lambeth,Larkhall,,"Jenkins, Roy S.",LD,476
00AYGJ,Lambeth,Larkhall,,"Maund, Nicholas J.",CON,463
00AYGJ,Lambeth,Larkhall,,"Morland, Laura J.",LD,459
00AYGJ,Lambeth,Larkhall,,"Whitehouse, Christopher",LD,459
00AYGJ,Lambeth,Larkhall,,"Fensterheim, Helen C.",GRE,458
00AYGJ,Lambeth,Larkhall,,"Pattman, Judith M.",CON,440
00AYGJ,Lambeth,Larkhall,,"Poole-Wilson, Michael C.",CON,415
00AYGJ,Lambeth,Larkhall,,"Rutter, Noah A.",GRE,346
00AYGK,Lambeth,Oval,*,"Banks, Robert A.",LD,1193
00AYGK,Lambeth,Oval,*,"Gray, Faye",LD,1044
00AYGK,Lambeth,Oval,*,"Sawdon, Andrew",LD,1027
00AYGK,Lambeth,Oval,,"Harrop, Andy",LAB,841
00AYGK,Lambeth,Oval,,"Herbert, Luke",LAB,792
00AYGK,Lambeth,Oval,,"Prichard-Jones, David J.",LAB,697
00AYGK,Lambeth,Oval,,"Coke, Carlos O.",GRE,471
00AYGK,Lambeth,Oval,,"Goodlad, Magnus J.",CON,423
00AYGK,Lambeth,Oval,,"Haigh, David",CON,364
00AYGK,Lambeth,Oval,,"Tailor, Sunil",CON,340
00AYGK,Lambeth,Oval,,"Krakowiak, Peter J.",GRE,323
00AYGK,Lambeth,Oval,,"Millington, Ruby R.",LEAP,183
00AYGK,Lambeth,Oval,,"Polenceus, Janus",ED,108
00AYGL,Lambeth,Prince's,*,"Campbell, Lorna P.",LAB,1586
00AYGL,Lambeth,Prince's,*,"Townend, Sam J.",LAB,1575
00AYGL,Lambeth,Prince's,*,"Morgan, Stephen R.",LAB,1546
00AYGL,Lambeth,Prince's,,"Fitzgerald, Rita",LD,901
00AYGL,Lambeth,Prince's,,"Fitchett, Keith E.",LD,827
00AYGL,Lambeth,Prince's,,"Anglin, Charles A.",LD,676
00AYGL,Lambeth,Prince's,,"Campbell, Oliver E.W.",CON,556
00AYGL,Lambeth,Prince's,,"Hyslop, Richard J.",CON,505
00AYGL,Lambeth,Prince's,,"Steedman, Paul A.",GRE,495
00AYGL,Lambeth,Prince's,,"Gibbon, Nicolas C.",CON,476
00AYGL,Lambeth,Prince's,,"Rattigan, Eugenia P.",LEAP,153
00AYGL,Lambeth,Prince's,,"Amos, Andrew W.",LEAP,137
00AYGM,Lambeth,St Leonard's,*,"Bennett, Clive L.A.",LD,1454
00AYGM,Lambeth,St Leonard's,*,"Palmer, Brian J.",LD,1373
00AYGM,Lambeth,St Leonard's,*,"Giess, Roger J.",LD,1187
00AYGM,Lambeth,St Leonard's,,"Hill, Robert M.",LAB,615
00AYGM,Lambeth,St Leonard's,,"Harvey, Catherine",LAB,604
00AYGM,Lambeth,St Leonard's,,"Findlay, Rebecca",GRE,564
00AYGM,Lambeth,St Leonard's,,"Payne, Richard H.",LAB,502
00AYGM,Lambeth,St Leonard's,,"Newall, Wendy",CON,435
00AYGM,Lambeth,St Leonard's,,"Bellak, John M.",CON,420
00AYGM,Lambeth,St Leonard's,,"Singleton, Michelle J.",LEAP,409
00AYGM,Lambeth,St Leonard's,,"McMenamin, Stephen",CON,398
00AYGN,Lambeth,Stockwell,*,"Bowyer, Peter C.",LAB,1565
00AYGN,Lambeth,Stockwell,*,"Akhtar, Pav",LAB,1552
00AYGN,Lambeth,Stockwell,*,"Walker, Imogen",LAB,1513
00AYGN,Lambeth,Stockwell,,"Bottrall, Anthony F.",LD,1321
00AYGN,Lambeth,Stockwell,,"Mackenzie, Polly J.",LD,1012
00AYGN,Lambeth,Stockwell,,"Hayes, David J.",LD,1010
00AYGN,Lambeth,Stockwell,,"Tibbits, Thomas N.D.",GRE,443
00AYGN,Lambeth,Stockwell,,"Barr, Sarah L.",CON,416
00AYGN,Lambeth,Stockwell,,"Gibson, Elizabeth M.",CON,365
00AYGN,Lambeth,Stockwell,,"McMillan, Robert A.",CON,331
00AYGN,Lambeth,Stockwell,,"Fevrier, Tracey P.",LEAP,241
00AYGP,Lambeth,Streatham Hill,*,"Fewtrell, June",LD,1367
00AYGP,Lambeth,Streatham Hill,*,"Clyne, Jeremy S.",LD,1248
00AYGP,Lambeth,Streatham Hill,*,"Lumsden, Ashley G.",LD,1183
00AYGP,Lambeth,Streatham Hill,,"Cowie, Brian",LAB,781
00AYGP,Lambeth,Streatham Hill,,"Ekumah, Alex A.",LAB,739
00AYGP,Lambeth,Streatham Hill,,"Platts, Nancy M.",LAB,717
00AYGP,Lambeth,Streatham Hill,,"Ince, David M.",GRE,573
00AYGP,Lambeth,Streatham Hill,,"Ali, Nazim H.",IND,540
00AYGP,Lambeth,Streatham Hill,,"Baron, Christopher J.",IND,515
00AYGP,Lambeth,Streatham Hill,,"Younghusband, Peter R.",CON,411
00AYGP,Lambeth,Streatham Hill,,"Smith, Susan M.",CON,389
00AYGP,Lambeth,Streatham Hill,,"Lucas, Titus T.",CON,355
00AYGP,Lambeth,Streatham Hill,,"Rogers, Dorcas K.",LEAP,323
00AYGQ,Lambeth,Streatham South,*,"Bennett, Mark E.",LAB,1725
00AYGQ,Lambeth,Streatham South,*,"Malley, David",LAB,1688
00AYGQ,Lambeth,Streatham South,*,"Kazantzis, John A.",LAB,1632
00AYGQ,Lambeth,Streatham South,,"Ali, Ahmad",LD,1483
00AYGQ,Lambeth,Streatham South,,"Davies, Karen A.",LD,1358
00AYGQ,Lambeth,Streatham South,,"Bryant, Matthew",LD,1244
00AYGQ,Lambeth,Streatham South,,"Goodey, Stuart A.",CON,453
00AYGQ,Lambeth,Streatham South,,"Ludwig, Carolena S.",CON,376
00AYGQ,Lambeth,Streatham South,,"Sinclair, Christopher R.",CON,369
00AYGQ,Lambeth,Streatham South,,"Kenner, Anne C.",GRE,343
00AYGR,Lambeth,Streatham Wells,*,"Heather, Julian P.",LD,1484
00AYGR,Lambeth,Streatham Wells,*,"Clarke, Sheila",LD,1449
00AYGR,Lambeth,Streatham Wells,*,"Marchant, Daphne K.",LD,1360
00AYGR,Lambeth,Streatham Wells,,"Fisher, Andrew J.",LAB,732
00AYGR,Lambeth,Streatham Wells,,"James, Maxine M.",LAB,725
00AYGR,Lambeth,Streatham Wells,,"Wilcox, Clair L.",LAB,666
00AYGR,Lambeth,Streatham Wells,,"Rowlands, Hannah R.H.",GRE,513
00AYGR,Lambeth,Streatham Wells,,"Liell, Lisabeth J.",CON,365
00AYGR,Lambeth,Streatham Wells,,"Liell, Richard S.",CON,342
00AYGR,Lambeth,Streatham Wells,,"Molloy, Margaret A.",CON,332
00AYGS,Lambeth,Thornton,*,"Peck, Lib",LAB,1494
00AYGS,Lambeth,Thornton,*,"Morris, Diana M.",LAB,1445
00AYGS,Lambeth,Thornton,*,"Hipwell, Michael D.",LAB,1354
00AYGS,Lambeth,Thornton,,"Pindar, John",LD,1094
00AYGS,Lambeth,Thornton,,"Sparling, James P.",LD,946
00AYGS,Lambeth,Thornton,,"Whitehead, Suzanne M.",LD,925
00AYGS,Lambeth,Thornton,,"Jackson, Joy L.",CON,480
00AYGS,Lambeth,Thornton,,"Audsley, Adrian J.",GRE,470
00AYGS,Lambeth,Thornton,,"De Maynard, Vernon A.",CON,462
00AYGS,Lambeth,Thornton,,"Stone, Philippa J.",CON,457
00AYGS,Lambeth,Thornton,,"Evans, Charles R.",GRE,372
00AYGS,Lambeth,Thornton,,"Wakefield, Louise",GRE,363
00AYGT,Lambeth,Thurlow Park,*,"Whelan, Clare R.",CON,1738
00AYGT,Lambeth,Thurlow Park,*,"Whelan, John A.",CON,1680
00AYGT,Lambeth,Thurlow Park,*,"Kimm, Irene A.",CON,1460
00AYGT,Lambeth,Thurlow Park,,"Erdman, Sharon E.",LAB,762
00AYGT,Lambeth,Thurlow Park,,"Freeman, Shiela",GRE,699
00AYGT,Lambeth,Thurlow Park,,"Parr, Matthew M.",LAB,667
00AYGT,Lambeth,Thurlow Park,,"Beadnall, Alan S.",LD,593
00AYGT,Lambeth,Thurlow Park,,"Teverson, Paul D.",LAB,558
00AYGT,Lambeth,Thurlow Park,,"Baker, Anton M.",LD,486
00AYGT,Lambeth,Thurlow Park,,"Thurburn, Andrew J.",LD,420
00AYGT,Lambeth,Thurlow Park,,"Gildea, Stela E.",LEAP,350
00AYGT,Lambeth,Thurlow Park,,"Lambert, Robin A.D.",UKIP,112
00AYGU,Lambeth,Tulse Hill,*,"Cameron, Marcia A.",LAB,1589
00AYGU,Lambeth,Tulse Hill,*,"Smith, Toren",LAB,1528
00AYGU,Lambeth,Tulse Hill,*,"Aminu, Adedamola",LAB,1514
00AYGU,Lambeth,Tulse Hill,,"Atwell, Bernard N.",GRE,718
00AYGU,Lambeth,Tulse Hill,,"Lucas, James O.",LD,582
00AYGU,Lambeth,Tulse Hill,,"McConnell, Robert S.",LD,432
00AYGU,Lambeth,Tulse Hill,,"Perry, Nick D.S.",LD,374
00AYGU,Lambeth,Tulse Hill,,"Lomax, Josephine",CON,353
00AYGU,Lambeth,Tulse Hill,,"Richards, Edna",CON,309
00AYGU,Lambeth,Tulse Hill,,"Lomax, Roger",CON,306
00AYGW,Lambeth,Vassall,*,"Abrams, Kingsley J.",LAB,1426
00AYGW,Lambeth,Vassall,*,"Atkinson, Liz",LAB,1421
00AYGW,Lambeth,Vassall,*,"McKenna, Alex",LAB,1305
00AYGW,Lambeth,Vassall,,"Aina, Adeline",LD,1146
00AYGW,Lambeth,Vassall,,"Bradley, Steve",LD,1092
00AYGW,Lambeth,Vassall,,"Baidoo-Mitchell, Ernest K.",LD,1044
00AYGW,Lambeth,Vassall,,"Barr, Stuart D.",CON,369
00AYGW,Lambeth,Vassall,,"Thomas, Deborah H.",CON,360
00AYGW,Lambeth,Vassall,,"Collier, Judith M.",CON,341
00AYGW,Lambeth,Vassall,,"Hack, Stephen R.",R,287
00AYGW,Lambeth,Vassall,,"Chowdhury, Abdul M.",R,257
00AYGW,Lambeth,Vassall,,"Sako, Aboubakar",R,234
00AZGD,Lewisham,Bellingham,*,"Hall, Alan D.",LAB,878
00AZGD,Lewisham,Bellingham,*,"Ibitson, Ami",LAB,849
00AZGD,Lewisham,Bellingham,*,"Stockbridge, Ronald",LAB,780
00AZGD,Lewisham,Bellingham,,"Pratt, Douglas",CON,498
00AZGD,Lewisham,Bellingham,,"Pratt, Rosemary A.",CON,461
